id,category,title,description
N120043,sports,"With season halfway over, let's take a look at playoff picture",
N91320,music,Longtime Indianapolis Symphony Orchestra conductor Raymond Leppard dies,"Raymond Leppard, who was music director for the Indianapolis Symphony from 1987 to 2001, died Tuesday at age 92."
N42487,weather,"Coast Guard: Missing boaters, dog found safe off Virginia coast",Authorities had been searching for Ryan Hollis and Joshua Kane Cairone since Saturday.
N91620,foodanddrink,"New LA Food Festival Focuses on That Beloved Bar Staple, the Chicken Tender","Chicken tenders from some of LA's most popular restaurants, including one from Wolfgang Puck"
N36578,news,Cloud computing gains drive up profit for Microsoft,"Microsoft reported Wednesday that quarterly profits rose on the back of its thriving cloud computing business which has become a core focus for the US technology giant. Profits rose 21 percent to $10.7 billion in the recently ended quarter as revenue increased 14 percent to $33.1 billion compared with the same period a year earlier. ""The world's leading companies are choosing our cloud to build their digital capability,"" said Microsoft chief..."
N108945,autos,Next-Gen Hyundai Tucson Spied For The Very First Time,That didn't take long.
N109436,music,Kanye West defends supporting Donald Trump: 'I ain't never made a decision only based off my color',"Kanye West, pictured during his White House visit in October 2018, defended his support for President Trump. As the Deseret News reports, West emerged in Salt Lake City on Oct. 5 to host a Saturday edition of his popular church-inspired gatherins, which coincided with Mormon stronghold's 189th Semiannual General Conference of The Church of Jesus Christ of Latter-day Saints."
N92478,tv,A smile seen around the world: Cincinnati's National Down Syndrome Adoption Network goes viral,"Cincinnati's own National Down Syndrome Adoption Network has gone viral. The organization, a program of the Down Syndrome Association of Greater Cincinnati, posted a video of an adorable baby whose smile has now been seen around the world. The video has now been view more than 21 million times. Officials with the organization said the baby, identified only as Baby H., was adopted recently with the help of NDSAN. So far this year, NDSAN has..."
N103461,sports,Pulisic: 'I feel confident but the hard work does not stop now for me',"With four goals in his last two league games, Pulisic promises to continue working hard."
N64987,sports,Josh Gordon Drops Interesting Instagram Comment Amid Patriots IR Drama,The once-promising marriage between Josh Gordon and the New England Patriots has arrived at an ugly divorce apparently. The Patriots on Wednesday placed Gordon on injured reserve with multiple reported knee ailments.
N78667,news,Trump outstripping Obama on pace of executive orders,"WASHINGTON (AP)  It wasn't too long ago that Donald Trump derided presidential executive orders as ""power grabs"" and a ""basic disaster."""
N110513,foodanddrink,Popular Apples Recalled In Texas,"The recalled apples include McIntosh, Honeycrisp, Jonathan, Fuji, Jonamac and Red Delicious apples."
N36423,finance,"Here's where you can buy a home for $100,000 with a $400 monthly payment",That's less than a quarter the cost of renting a studio in New York or San Francisco.
N100884,lifestyle,Thibeault detects history underground,"STERLING -- Town resident Dan Thibeault has parlayed a love of metal detecting into podcasts dedicated to unearthing Sterling's history, inspired by the objects he comes across. His Life Underground podcast series features stories and musings about items Thibeault digs up while metal detecting around town, giving listeners a glimpse into the fascination he has for the town's past. ""I try to ..."
N45476,lifestyle,How members of the royal family dress to respect local culture while traveling around the world,"On royal tours, members of the royal family are often presented with traditional garments or adapt the local style of dress to respect the culture."
N81349,news,Google Pixel 4 release: What to expect,Google's latest smartphone responds to more than just touch and audio commands.
N9370,sports,Saquon Barkley disappointed in himself for his effort on fumble,"Barkley might be only be 22 and in his second year in the league, but you can understand why he is a captain with that kind of leadership."
N6502,lifestyle,Attention Managers: This is No. 1 Quality Your Employees Wish You Had,LinkedIn asked professionals what they looked for in a good boss. This quality stood out among the rest.
N66494,sports,Washed? After third straight triple-double LeBron James sends message to haters,LeBron James just keeps winning the race against Father Time. Somehow.
N128558,news,"1 killed, 2 injured in Woodland shootings","One person was shot and killed and two others were shot and wounded Monday night in Woodland, police said. Woodland police said they received several calls starting around 7 p.m. Monday about gunshots in the area of North and East streets. Officers said that, when they got to the area, a witness pointed them toward a car leaving the scene that reportedly had been involved in the incident. Officers said they pursued the vehicle, which went to..."
N109668,sports,What Mohamed Sanu found 'unbelievable' about his Patriots debut,I was ready to go play another whole game.
N64716,lifestyle,Anthropologie Is the Not-So-Secret Best Place to Buy Plus-Size Sweaters This Fall,Here are 11 of Anthro's best plus-size sweaters to add to cart ASAP.
N95756,news,Clinton mocks Trump's Turkey letter with Jimmy Kimmel joke -- but move quickly appears to backfire,"Hillary Clinton -- an increasingly visible critic of both the White House and the 2020 Democratic presidential field -- on Sunday posted a flowery faux letter from John F. Kennedy to Nikita Khrushchev to mock President Trump's recent, casually-worded missive to Turkish President Recep Tayyip Erdoğan."
N76007,travel,Amazon breaks ground on first fulfillment center in Pittsburgh area,"Amazon broke ground Wednesday on its 11th fulfillment center in Pennsylvania and its first in the Pittsburgh area. The new facility will be located on Westport Road in Findlay Township, not far from Pittsburgh International Airport. The new fulfillment center will be open in time for the 2020 holiday shopping season. Amazon expects to create more than 800 new full-time jobs. READ MORE:Amazon breaks ground on first fulfillment center in..."
N118704,lifestyle,20 Worst Paying Jobs for Women,"The long-held notion that men, as breadwinners, should be paid more than women holding the same job has stopped being valid decades ago."
N99394,news,Boys surprise their coach with a brand new ride,"The students raised funds to buy Skip Babineaux a new SUV when his old car had issues running, and praised him for his valuable teaching and contributions to the community."
N99813,sports,"Memphis' James Wiseman, potential top pick in 2020 NBA Draft, sits for 'precautionary reasons'",The nation's top hoops recruit has yet to suit up for the Tigers in any of their exhibition games because of injuries.
N38306,news,Pilot killed during crash Friday identified as Dr. Joseph Masessa,"He will always be remembered as we move forward in future endeavors, a post from the Stuart Air Show said."
N29840,sports,Greg Hardy's win overturned for using inhaler,UFC heavyweight Greg Hardy's first decision win was short lived.
N116363,sports,"Detroit Lions inactives: Quandre Diggs IN, Da'Shawn Hand OUT",One defender is back. One is still a week away.
N102518,finance,Apartments for rent in Indianapolis: What will $500 get you?,"Curious just how far your dollar goes in Indianapolis real estate? From budget apartments to luxury apartments, here's what you can get locally by price point, with photos and amenities."
N4457,travel,The 20 Most Haunted Hotels in America,"In the mood to get spooked? Some of America's hotels are said to have some really long-term guests. Movie stars, famous writers, jilted brides, and murder victims are among the many specters that staff and visitors have reported seeing at these 20 hotels. See who refuses to check out."
N70549,sports,FAU football: Lane Kiffin takes criticism of Conference USA officials to Twitter with 'blind referees' meme,"BOCA RATON -- Hell hath no fury like Lane Kiffin when he starts tweeting. Florida Atlantic's third-year head coach, who was openly frustrated with Conference USA officials in Friday's loss to Marshall, tweeted a picture of officials in glasses with seeing-eye dogs Saturday night. Kiffin tagged Conference USA in the meme. @ConferenceUSA pic.twitter.com/C1B3GT9ODz -- Lane Kiffin (@Lane_Kiffin) ..."
N22207,finance,Thomas Cook and other colossal companies that collapsed,"The world of business can be a harsh one, and even some of the best-known global companies that have survived for decades aren't invincible. Businesses that once seemed to dominate the world have been tainted by huge fraud scandals, plagued by recession or have simply failed to keep up. Here are the public failures of 16 huge companies."
N119291,weather,Gulf of Mexico bears watching for tropical development late this week,"With Tropical Depression 15 expected to become Tropical Storm Nestor in the eastern Atlantic Ocean by midweek, another area of disturbed weather set to move into the southwestern Gulf of Mexico bears watching for development late this week."
N29648,news,Trump Stymies California Climate Efforts Even as State Burns,"SANTA ROSA, Calif.  For the past three years, countries and companies around the world have looked to California as a counterweight to the Trump administration's aggressive dismantling of efforts to combat climate change. But this past week, as wildfires burned across the state  fires that scientists say have been made worse by a changing climate  and as at least five large carmakers sided with President..."
N59328,lifestyle,The Top Pixie Haircuts of All Time,Fans are jumping to defend Styles after he debuted a new haircut and facial hair.
N124632,news,Bolivia braces for general strike after vote chaos,Bolivia braced for a general strike on Tuesday hours after violence broke out in several cities when the main opposition candidate rejected presidential election results that seemed set to hand a controversial victory to long-time incumbent Evo Morales.
N76295,weather,"HOUSTON WEATHER: Chilly weekend ahead, stormy next week",
N65776,kids,The Immigration of Halloween,
N123928,finance,2019 Arizona AzMERIT: Search for scores by school,"Arizona's state test scores improved in 2019, but only by a few percentage points. See how schools across Arizona did."
N12920,foodanddrink,A Live Music Venue With Tacos Lands on Roswell's Canton Street Next Year,Buckhead's Rock n' Taco takes over the former Pastis space on Canton Street
N86511,sports,"Raiders' game grades vs. Packers: First-half chances, a second-half collapse","Offense The good: The Raiders totaled 484 yards, a season high. The bad: They scored on just three of six red zone trips. The misses included a fumble, an interception and a turnover on downs at the goal line. Josh Jacobs set a career-high with 124 rushing yards. The Raiders could stand to have someone other than Darren Waller (seven catches, 126 yards) emerge in the passing game. Defense Aaron Rodgers passed for 429 yards on 31 attempts...."
N26777,lifestyle,10 Times You Should Never Use a Clorox Wipe,"Wherever you happen to be, germs are there too, which is why products like Clorox wipes are so handy. You can stash them under the sink, in the car, and even in your purse to disinfect germs on all manner of surfaces. But before you reach for a Clorox wipe, make sure it's 100 percent safe to use on the particular mess you have at hand. Here are 10 instances when you should never use a Clorox wipe."
N30696,autos,"Inside Mercedes-AMG's New, Almost-Sterile Engine Assembly Line (W/Video)","One Man, One Engine - Reference Mark"
N65250,finance,China's Gold-Buying Spree Tops 100 Tons During Trade War,"China has added more than 100 tons of gold to its reserves since it resumed buying in December, reinforcing its standing as one of the major official accumulators as central banks stock up on the precious metal."
N101811,news,Top Orlando news: MCO has longest wait times at customs,man grabs child after offering cash
N33075,news,"The Latest: Dems cite insults, quit Trump meeting on Turkey","President Donald Trump denied giving Turkey a green light to invade Syria, insisting what he gave ""was just the opposite of a green light."" He also took on South Carolina Sen. Lindsey Graham after he criticized Trump's handling of the situation. (Oct. 16)"
N25158,weather,Winter season expected to be mild in Ohio,"The Ohio winter season is expected to be milder than most, but will bring more mixes of snow, rain, sleet and freezing rain, complicating road conditions."
N52652,tv,"Joe Giudice 'Feels Like a Weight Has Been Lifted' After ICE Release, Source Says",Joe Giudice Is 'Much Happier' After ICE Release: Source
N102911,sports,3 Jaguars to watch on defense vs. Bengals,"With the Jacksonville Jaguars looking to avoid three straight losses, here are three players on defense to watch in today's game vs Bengals."
N82450,news,How a young Baltimore legislator became the Democrats' pick to lead the Maryland Senate,"Less than a month ago, a behind-the-scenes race to become the next president of the Maryland Senate was deadlocked. Four prominent senators who had quietly declared their candidacies were unable to gain a consensus on who should succeed the powerful Thomas V. Mike Miller, a state political legend who had led the Senate for more than three decades but was suffering from cancer and considering ..."
N10017,lifestyle,35 Early Bird Holiday Shopping Gift Ideas,Shop for holiday gifts now and you'll not only feel ahead of the game but also get a ton of great deals on a variety of goods that retailers are discounting desperately to clear their shelves. It's time to buy everything from clothing and camping gear to cameras.
N72259,finance,Dubai's Biggest Bank Hires StanChart's Patrick Sullivan as CFO,Dubai's biggest bank hired Patrick Sullivan from Standard Chartered Plc as its group chief financial officer.
N21013,tv,Thousands gather at Sawyer Point for Walk Ahead for a Brain Tumor Cure,"Thousands of people gathered at Sawyer Point on Sunday for the Walk Ahead for a Brain Tumor Cure. The 10th annual walk raised over $2 million for the UC Gardner Neuroscience Institute. Organizer Rick June said he first felt compelled to do something to fight brain tumors when his son was diagnosed. June said he is amazed by the strength of those with brain tumors. ""We have people who weren't supposed to live who have survived. There are people..."
N39352,weather,SAFD: Apartment fire on northeast side,The San Antonio Fire Department responded to a fire at a high rise apartment near Fort Sam Houston. Firefighters got the call just before 1 a.m. Tuesday at the Towers on Park Lane off Harry Wurzbach. Early reports said that a small fire broke out in the ceiling between the first and second floor of the 23 story building. Firefighters determined the motor on an air conditioner sparked the fire which led to the smoke filling part of the first...
N121006,news,Lovesick teen breaks into German prison to win back jailed ex-girlfriend,A heartbroken teen broke into a German prison in an attempt to reunite with his ex-girlfriend. Prison authorities in the northwestern town of Vechta said the 18-year-old scaled a 13-foot wall to reach his ex's window. He was discovered by prison officials but refused to climb down. Officials said that he had removed most of his clothes to avoid getting caught on barbed wire. German media reported that the jailed woman had recently broken up...
N115832,sports,Elliott calls recent mechanical woes 'unfortunate' for playoff hopes,"FORT WORTH, Texas  The word Chase Elliott kept coming back to was unfortunate. It was unfortunate his engine choked eight laps in at Dover International Speedway four weeks ago, forcing Elliott to exit early and finish in dead-last 38th. It was unfortunate once again his engine failed in the first practice at Martinsville Speedway […]"
N23755,sports,Broncos' Alexander Johnson earns accolade after October performance,"Since earning a starting spot in Week 5, Alexander Johnson has been playing like the inside linebacker the Broncos have long wanted. Now he has an honor to back it up."
N121560,movies,Jason Momoa Teases 'Way Bigger' 'Aquaman' Sequel (Exclusive),"The actor also gushed about his wife, Lisa Bonet, and the gift of having a partner who 'loves you through all of it.'"
N65898,finance,The most profitable 'As Seen on TV' products of all time,You've seen the infomercials -- now see how much the items made.
N65126,autos,The Case for a Kia Telluride Pickup Truck? It's Not as Crazy as It Sounds,
N82504,travel,"Disney World hotels extend park, FastPass perks through 2020","A program that gives guests at seven hotels on Walt Disney World property expanded hours at the parks and two months to reserve FastPass+ tickets, twice as long as annual passholders, has been extended through next year. The properties, recognized as official Walt Disney World hotels but not owned by the theme park giant, are near the Disney Springs shopping and entertainment district. Extra Magic Hours on most days offer either one hour of..."
N74403,sports,"Orlando Magic Season Preview Roundtable: Fill-in-the-blank style, Part I",The OPP crew join forces to answer a variety of questions surrounding the Orlando Magic
N61728,finance,GrubHub stock plummets after a terrible earnings report,"GrubHub received five downgrades, including double-downgrades from both Bank of America Merrill Lynch and Oppenheimer following its disappointing third-quarter results."
N121282,sports,Gvozdyk out of hospital after loss to Beterbiev,The former titleholder has a minor concussion from the stoppage defeat.
N90121,sports,"Till may move back to welterweight, wants to avenge loss to Masvidal: 'Never say never'","But yeah, there's a few [at welterweight] I have unfinished business with."
N27474,health,"10 Reasons Why You Have Swollen Feet, According to a Doctor","Here, an expert explains why it happens and how to deflate."
N5270,finance,20 Ways To Increase Your Savings and Retire With Peace of Mind,Pad your bank account before it's time to retire.
N78746,health,Dementia And Alcohol: Scientists Find Link,"Older adults who drink more than 14 drinks per week are more likely to suffer from mild cognitive impairment, leading to dementia."
N13207,weather,"Tropical Storm Olga in Gulf of Mexico, brings rain to SELA","A tropical depression in the Gulf of Mexico has been upgraded to Tropical Storm Olga on Friday. All weather concerns remain the same. It continues to send a lot of tropical moisture to Southeast Louisiana and will continue to do so all afternoon. There is a cold front moving through Texas that will bring more rain and storms to the area later tonight, overnight tonight and Saturday morning. Most of Southeast Louisiana is under a slight risk of..."
N116153,sports,NFL Rumors: Steve Belichick Has Been Patriots' Defensive Play-Caller,The New England Patriots defense has been tops in the NFL this year which has led many to believe a Belichick has been calling the plays. But it's reportedly not
N89746,sports,Hong Kong protesters burn LeBron James jersey after he weighs in on tweet that angered China,"cleveland.com CLEVELAND, Ohio -- When I was traveling in Hong Kong in 2016, as a Clevelander, I couldn't help but notice a large window display featuring LeBron James at an outlet mall on Lantau Island. What a difference three years can make. About 200 protesters gathered at a basketball court at a playground in Wan Chai, Hong Kong Tuesday evening and chanted obscenities aimed at the NBA ..."
N73465,finance,Lake Point Tower condo created from three smaller units wants $1.4M,The four-bedroom residence is on the market for the first time
N92564,news,When the Student Newspaper Is the Only Daily Paper in Town,"Correction: October 19, 2019 This article has been revised to reflect the following correction: An earlier version of this article mischaracterized in some instances the closing of The Ann Arbor News's daily print operation. As noted elsewhere in the article, it transitioned from a daily print and online newspaper to a twice-a-week print publication with stories published on MLive.com. It did not shutter its print edition and end its online..."
N36612,sports,Niko Price on rare upkick knockout at UFC Tampa: 'Who else does that?',"Price earned a $50,000 ""Performance of the Night"" award for his memorable moment."
N59263,news,"Suspected white supremacist arrested in thwarted synagogue attack, FBI says","The suspect, identified as Richard Holzer, was allegedly planning to target a synagogue"
N53102,sports,"Ravens midseason superlatives: Most unlikely MVP, most likely to see big payday, most divisive player and more",You won't need to look far this week to find sweeping pronouncements about the Ravens' prime-time showdown against the New England Patriots. It will be called their biggest game of the season. The greatest test of Lamar Jackson's career. The most the New England Patriots have had to worry about a game since the Super Bowl. The toughest regular-season ticket at M&T Bank Stadium in years. The ...
N56654,finance,Philadelphia is getting ready for the next recession,"As some economists warn of a looming recession, Philadelphia officials are starting to prepare for shortfalls in tax revenue and budget cuts even as the need for city services would increase. Officials boast that the city made its first-ever deposit this summer to a rainy-day fund and also exceeded end-of-year surplus goals. The city's annual financial report, being released Monday, shows $439 ..."
N81417,news,"York County man dies after Saturday night motorcycle crash, coroner's office said","The crash happened Saturday night in Lower Windsor Township, according to the York County Coroner's Office."
N119777,lifestyle,"2 bears had a vicious fight in the middle of a Canadian highway, while a wolf watched in the distance",Two grizzly bears are caught on camera fighting in the middle of a Canadian highway as a wolf looks on in the distance.
N62168,news,New York Democrats eye gender non-binary rule changes proposed by party's first openly transgender committee member,"ALBANY -- New York Democrats are preparing to change the way the party approaches gender. The State Democratic Committee will vote Tuesday on a resolution amending party rules to be more inclusive of people who don't identify as male or female. Emilia Decaudin, the party's youngest and first openly transgender member, pitched the shift as a way of leveling the playing field for gender ..."
N121741,sports,A sixth horse dies at Santa Anita since fall meeting started,"Santa Anita, struggling to regain public confidence with safe racing during its fall meeting, had a sixth horse fatality at the track since Sept. 18 when Bye Bye Beautiful, a 2-year-old filly, broke down on the backstretch Sunday and was euthanized. Bye Bye Beautiful was running in a six-furlong maiden special weight race when she suddenly seemed in distress because of an injury to her front ..."
N63242,foodanddrink,Häagen-Dazs Peppermint Bark Ice Cream Is Officially Back in Stores for the Season,"It might get cold in winter, but nothing's going to stop us from savoring a scoop of peppermint bark ice cream! The post Häagen-Dazs Peppermint Bark Ice Cream Is Officially Back in Stores for the Season appeared first on Taste of Home."
N30838,finance,Colorado's college admission officers don't have time to look at your Instagram. Here's what they're looking for.,"With thousands of prospective students to sort through and only so many hours in a day, the applications that students can spend days, weeks and months agonizing over often receive only a few minutes of inspection."
N79752,sports,Red Sox: Boston parts ways with 3 more players,"The Red Sox continued to sort through the back end of their 40-man roster Monday. Chris Owings, Gorkys Hernandez and Josh Smith all elected free agency after refusing assignments to Triple-A Pawtucket. They join Steven Wright on the open market after the knuckleballer was released by Boston late last week. Per MLB Trade Rumors, Owings and Hernandez were projected to earn a combined $4 million ..."
N86057,autos,What the Mid-Engine Corvette Must Learn from the C7 Corvette Stingray,The C8 Chevrolet Corvette has big shoes to fill
N84346,autos,Someone Is Parking A Treasure Trove Of JDM Vans Under A California Freeway,
N123760,health,The Expert-Approved Reasons You Need Electrolytes (and How to Get Them),Gatorade isn't the only way to get electrolytes. These hydration-balancing minerals are essential in a healthy diet here's how to make sure you get enough.
N98540,sports,James Franklin upset after players wear Jonathan Sutherland T-shirts without permission,"Some Penn State players wore T-shirts in warmups ahead of Saturday's game against Iowa in support of teammate Jonathan Sutherland, who was sent a controversial letter from a ""fan"" earlier this week."
N32722,autos,2020 Ford Mustang Shelby GT500: First Drive Review,Ford Performance creates a Mustang with supercar capability.… The post 2020 Ford Mustang Shelby GT500: First Drive Review appeared first on autoNXT.net.
N118269,news,Iran to limit inspectors' access to its nuclear facilities,Move is country's fourth step away from nuclear deal signed in 2015
N52592,sports,Michigan football opens as slight favorite vs. Notre Dame,"Michigan's near-comeback last night in a loss to Penn State apparently impressed oddsmakers in Las Vegas. That's because the 20th-ranked Wolverines opened as slight 2 1/2-point favorites over Notre Dame, who visits Michigan Stadium for a night game Saturday (7:30 p.m., ABC). VegasInsider.com published the opening line from Circa Sports, the bookmaker at The D Las Vegas and Golden Gate, both ..."
N7204,news,Bevin weighs in on Trump's 'lynching' comment,
N16765,music,Justin Bieber Jokingly Reenacts Taylor Swift's Banana Freak Out Moment After Lasik Surgery,The singer took to Instagram Live and quoted Swift's recent post-op viral meltdown.
N72500,news,State cyber team helps agencies respond to uptick in ransomware attacks,"It's a new era for criminals in the digital age. As cyber data is emerging as one of the world's most valuable resources, some cities in Texas have already fallen victim to a lucrative criminal digital heist known as ransomware -- a virus that blocks access to cyber information for a payout. In response to the growing threat, a team of tech-savvy Texans has banned together to help chart a ..."
N73115,finance,Prosecutor Rodney Hasty remembered as 'excellent lawyer and excellent human being',"Chief Assistant District Attorney Rodney Hasty, who died Oct. 12, is remembered as an excellent attorney and good friend."
N7912,music,Greta Van Fleet postpones Nashville concert due to illness,The band plans to return to Music City in December a statement from the band said. Fans unable to make it can seek a refund.
N115378,sports,"UCLA Basketball Season Preview, Part 1: Bigs","UCLA looks ""starless,"" but deep at the four and five positions."
N55449,news,FiveThirtyEight: Will Marco Rubio Cement His Frontrunner Status?,"Marco Rubio was the consensus winner of the last debate. FiveThirtyEight's Nate Silver, Harry Enten, and Jody Avirgan discuss whether he can continue his momentum, and what's at stake for Jeb Bush."
N14429,news,"In second redistricting work session, Howard school board addresses high schools","Howard County Board of Education member Christina Delmont-Small stressed at a work session Monday night that while the ongoing redistricting process is ""painful,"" she wants to make it less of a burden to residents. ""When I ran for the board, believe it or not, one of the reasons I did was to do redistricting,"" Delmont-Small said. ""I kept watching from the outside and I felt maybe there's a way ..."
N126665,sports,"John Wall, Adidas reportedly in buyout talks for endorsement deal","Wall began his career with Reebok, switched to Adidas from 2013-2015, did not have a deal for two years, and then re-signed with Adidas. He could be headed to free agency again after this."
N31779,video,Rep. Maxine Waters: Senate better not sweep impeachment under rug,"Donald Trump tweeted overnight that he will no longer host the next G7 summit at his Doral resort in Miami after widespread backlash against the announcement. Rep. Maxine Waters, chair of the United States House Committee on Financial Services, joins Ayman Mohyeldin in for Joy Reid to discuss this and more."
N56162,weather,"You'll see plenty of sunshine today, but grab a winter coat if you go outside","Bundle up this morning! It's quiet and dry, but we're off to another chilly start across north Georgia."
N128033,autos,"This Man Drives His 1997 Dodge Viper GTS, As Everyone Should","Everyone, take note."
N128705,music,"Lady Gaga Opens Up to Oprah About Trauma, Self-Harm, and Choosing Kindness","After winning an Oscar, multiple Grammys, and launching a hit beauty line, the singer says she's done with freaking people out."
N16332,news,Court weighing whether judge can unseal lynching records,"ATLANTA (AP)  A historian's effort to unseal grand jury records from the brazen 1946 lynching of two black couples on a Georgia riverbank prompted tough questions Tuesday in a federal appeals court, but the judges also suggested there might be another way to win release of the records. The young black sharecroppers were traveling a rural road in the summer of 1946 when a white mob stopped the car beside the Apalachee River, about 50 miles (80..."
N104037,finance,Life insurance after retirement? What to know,Post-retirement life insurance tips
N107676,sports,NHL 2019-20 season: Best shots from the action on the ice,The 2019-20 NHL season is underway. The best photos from every night as teams begin the quest for the Stanley Cup.
N97410,sports,Not-So-Secret List of 2019 College Basketball Scrimmages,Who is your favorite basketball team scrimmaging this fall? The post Not-So-Secret List of 2019 College Basketball Scrimmages appeared first on Stadium.
N82151,sports,New Patriot Mohamed Sanu Has Perfect Reply To Tom Brady's Welcome Tweet,Tom Brady is excited to see Mohamed Sanu and it appears the feeling is mutual. The New England Patriots on Tuesday reportedly executed a trade with the Atlanta Falcons for Sanu. The
N15081,news,Weather today in San Antonio,What's the weather today? What's the weather for the week? Here's your forecast.
N34416,foodanddrink,"If Trader Joe's announced another new store for metro Nashville, where should it go?",We asked our Instagram followers where they would want Trader Joe's to build a new store if the popular grocer decided to open another one in the area.
N94161,video,Jimmy the border collie rescued from cliff in Australia,"An adventurous dog got more than he bargained for after wandering away from home on Sunday. Jimmy the border collie somehow wound up stranded high above Bells Beach in Australia. A rescue worker finally dropped in, greeted by Jimmy and his frantically wagging tail. Soon after, Jimmy was reunited with his two-legged dad."
N12695,news,RAW: Woman confronts teens on playground of Fort Worth park,The woman claimed to be PD and threatened to arrest the teens. A teenager in the group provided the video to WFAA. Profanity has been removed.
N72842,lifestyle,Target Shoppers Love These 50 Highly Rated Items,"If you find that your Target shopping cart is always overflowing with more items than expected, you're not alone. Every aisle is a treasure trove of great deals. We researched each department online to find the top selling items according to ratings and reviews. Beware, results may end in a lighter wallet."
N71159,finance,12 Social Security myths you should never believe,"Social Security is a godsend for older Americans, but the program also is very complicated."
N122507,entertainment,Nobel prize in literature sets sights on diversity after year of scandal,Maryse Condé and Margaret Atwood among those tipped for the prize as Swedish Academy aims to restore its shattered reputation
N105578,sports,"The iRacing #CasmUglySchemeContest has concluded, thank God, and here are the winners","Greetings, denizens of the Internet an iRacing artists, We asked you to create ugly paint schemes, and like the Octo-Mom, you over-delivered. The #CasmUglySchemeContest, in which the winner receives an amazing VIP iRacing package courtesy of iRacing, was a roaring success. So many downright hideous paint schemes were submitted. Selecting a winner was difficult. As […]"
N56989,tv,Kenya Moore Calls for New 'RHOA' Cast Members: I'm 'Bored' of Marlo Hampton,Kenya Moore Calls for New 'RHOA' Cast Members: I'm 'Bored' of Marlo Hampton
N97738,sports,"Serena and Venus Williams ""Showed Up Ready to Play"" at Cooking Contest with Richard Blais",Fair Game airs at 5:30pm ET/2:30pm PT on FS1
N58525,sports,Pat McAfee blames science for Adam Vinatieri's late-game missed field goal,Pat McAfee blames science for Adam Vinatieri's late-game missed field goal
N32594,health,Is Melatonin Safe to Take Every Night?,"As in so many things, caution is warranted"
N55344,video,Petraeus: Trump's actions 'very concerning' on Ukraine,In an interview with Jake Tapper former CENTCOM Commander and CIA Director David Petraeus discusses the President pressuring Ukraine to look into Joe Biden's son and withholding military aid.
N85251,news,Biden Braces for Rivals' Attacks on Son at Democratic Debate,The Democratic candidates will meet for the fourth presidential debate on Tuesday after an extraordinary series of events that has dramatically altered the race since the last forum in September.
N54324,news,We Can Do Much More': Bridgeton Community Continues Search For Missing 5-Year-Old Dulce Maria Alavez,Dulce has been missing since Sept. 16.
N29936,sports,"Which NFL teams will rise, fall in second half of season?","With the NFL at its approximate midseason point, several teams are bound to reverse their fate in the second half of the season."
N53921,autos,"10 Supercars The Porsche Taycan Turbo S Is Faster Than, And 3 It Isn't",See which vehicles new Porsche Taycan owners need to be afraid of during a stoplight drag race.
N46618,health,Link Between Gut Bacteria And Your Kid's Behavior Just Got Stronger,"So, you should just be able to give them a chill pill and be done with it, right?"
N12332,travel,You'll soon have to take a shuttle to your taxi or Uber at LAX,"The plan, which will end curbside pickup by ride-sharing services, has been public since May, but few people noticed until Thursday."
N113061,entertainment,"Jessica Simpson is makeup-free and glowing in cute new Birdie Mae snap, plus more news","Jessica Simpson goes makeup-free as she and her youngest daughter get their Saturday snuggles in. Plus, more celebrity news for Oct. 7, 2019."
N64074,sports,Juwan Howard dances again as Michigan basketball debuts new elements,"ANN ARBOR -- Juwan Howard was doing the ""cabbage patch."" This time, he was not performing the dance at Rupp Arena to celebrate Michigan advancing to the 1992 Final Four, but rather inside Crisler Center at a preseason fan event on Monday night. A new era of Michigan men's basketball is underway. Howard, set to begin his first season as the program's head coach, appeared in front of fans for ..."
N32922,news,3 soldiers killed and 3 hurt in training accident at Fort Stewart,"Three soldiers were killed and three others were injured during a training accident at Fort Stewart, an army base in Georgia. They were riding in a Bradley Fighting Vehicle. Tom Hanson reports."
N47237,news,Judge temporarily halts controversial anti-abortion bill from going into effect,"OKLAHOMA CITY  A judge has entered a temporary injunction on a controversial anti-abortion bill. Senate Bill 614 requires physicians to inform patients that a medically induced abortion may be reversible after they ingest the first of two abortion-inducing pills. Rep. Mark Lepak, the House bill author, said the purpose of the bill is to give women a second chance to reconsider. ""A number of ..."
N119012,foodanddrink,10 of the best artisanal bakeries in North America,Check out these 10 amazing artisanal bakeries across North America where the bread is simply heavenly.
N15447,sports,"Jeremy Sprinkle fined the equivalent of two game checks, will be reduced","The bad news for Washington tight end Jeremy Sprinkle is that he was fined $84,231 for penalties in last week's game. The really bad news for Sprinkle is that his salary of $735,000 works out to about $43,235 per game. That means his fine is the equivalent of about two game checks. If he had [more]"
N81097,sports,"Boone On WFAN: Yankees' Sanchez, Ottavino Need To Be 'Locked In' To Turn Struggle Around","Yankees catcher Gary Sanchez hasn't been himself of late. Sanchez totaled 34 home runs and 77 RBI throughout the regular season, but has been relatively quiet in October. The 26-year-old's struggle at the plate continued following the Yankees' 4-1 loss in Game 3, where he was hitless for his second-straight game. He's has been kept relatively silent against the Astros' lethal pitching staff consisting of Justin Verlander, Gerrit Cole and Zack..."
